InvoiceNo,CustomerID,InvoiceDate,OrderRevenue,TotalUnits,UniqueProducts,InvoiceLines,Country
575684,14397,2011-11-10 15:57:00,300.38,266,6,6,United Kingdom
575685,15694,2011-11-10 15:57:00,600.1800000000001,162,9,9,United Kingdom
575686,17716,2011-11-10 15:59:00,347.68,174,13,13,United Kingdom
575687,16126,2011-11-10 16:03:00,2581.07,1041,44,44,United Kingdom
575688,18230,2011-11-10 16:15:00,343.8,154,11,11,United Kingdom
575689,14829,2011-11-10 16:16:00,165.92,88,8,8,United Kingdom
575690,14189,2011-11-10 16:20:00,314.65999999999997,208,19,19,United Kingdom
575691,14180,2011-11-10 16:21:00,179.55,34,9,9,United Kingdom
575692,12508,2011-11-10 16:27:00,274.8,202,47,51,France
575693,16979,2011-11-10 16:36:00,302.64,174,12,12,United Kingdom
575694,12748,2011-11-10 16:38:00,165.05,127,44,44,United Kingdom
575695,17502,2011-11-10 16:39:00,226.60000000000002,94,11,11,United Kingdom
575697,16094,2011-11-10 16:51:00,77.64,60,6,6,United Kingdom
575698,16094,2011-11-10 16:51:00,431.56,314,28,28,United Kingdom
575700,15111,2011-11-10 16:58:00,329.68,148,16,16,United Kingdom
575701,13396,2011-11-10 16:59:00,973.72,461,28,28,United Kingdom
575702,17109,2011-11-10 16:59:00,108.86,92,5,5,United Kingdom
575703,13767,2011-11-10 16:59:00,1735.3000000000002,902,11,11,United Kingdom
575705,15159,2011-11-10 17:06:00,826.7,392,27,27,United Kingdom
575706,14713,2011-11-10 17:13:00,360.84,248,49,49,United Kingdom
575707,12538,2011-11-10 17:16:00,363.95,191,21,21,Spain
575708,13460,2011-11-10 17:17:00,75.98,89,6,6,United Kingdom
575709,14646,2011-11-10 17:27:00,162.8,34,2,2,Netherlands
575710,17901,2011-11-10 17:29:00,110.38,24,19,19,United Kingdom
575711,14560,2011-11-10 17:45:00,65.28,48,3,3,United Kingdom
575712,13606,2011-11-10 17:46:00,30.119999999999997,36,3,3,United Kingdom
575713,13817,2011-11-10 17:49:00,254.28,148,15,15,Germany
575718,16907,2011-11-10 18:04:00,269.77,69,31,31,United Kingdom
575723,14748,2011-11-10 18:33:00,296.98,162,14,14,United Kingdom
575724,14608,2011-11-10 18:37:00,486.65,119,6,6,United Kingdom
575725,13098,2011-11-10 18:46:00,1955.68,1103,32,32,United Kingdom
575726,16791,2011-11-10 19:12:00,479.36,245,84,85,United Kingdom
575727,18135,2011-11-10 19:32:00,129.6,60,3,3,United Kingdom
575728,14911,2011-11-10 19:40:00,1003.03,496,48,48,EIRE
575729,17932,2011-11-10 19:49:00,397.06,196,26,26,United Kingdom
575730,14765,2011-11-10 19:53:00,158.61,113,31,31,United Kingdom
575731,13230,2011-11-10 20:01:00,169.69,82,36,37,United Kingdom
575732,12712,2011-11-11 08:19:00,232.65,50,9,9,Germany
575733,13810,2011-11-11 08:33:00,246.01,132,14,14,Germany
575734,12384,2011-11-11 08:39:00,292.58,64,13,13,Switzerland
575735,14156,2011-11-11 08:46:00,370.8,153,17,17,EIRE
575736,12697,2011-11-11 08:47:00,223.68,149,12,12,Sweden
575737,14789,2011-11-11 08:59:00,197.64,116,6,6,United Kingdom
575738,16790,2011-11-11 09:02:00,138.92,120,12,12,United Kingdom
575740,18130,2011-11-11 09:25:00,455.90999999999997,386,31,31,United Kingdom
575741,13727,2011-11-11 09:46:00,110.4,42,6,6,United Kingdom
575742,14309,2011-11-11 09:46:00,328.96000000000004,180,16,16,United Kingdom
575743,12757,2011-11-11 10:01:00,305.3,166,7,7,Portugal
575744,14035,2011-11-11 10:03:00,300.32,120,12,12,United Kingdom
575745,16458,2011-11-11 10:14:00,203.6,110,10,10,United Kingdom
575747,12589,2011-11-11 10:19:00,515.1800000000001,223,25,25,France
575750,12600,2011-11-11 10:29:00,379.58000000000004,161,9,9,Germany
575751,14911,2011-11-11 10:32:00,1674.65,840,47,47,EIRE
575753,17841,2011-11-11 10:41:00,218.61,148,73,75,United Kingdom
575754,17295,2011-11-11 10:43:00,120.53999999999999,52,17,17,United Kingdom
575755,17015,2011-11-11 10:45:00,272.58,279,22,22,United Kingdom
575756,18118,2011-11-11 10:48:00,155.37,92,34,36,United Kingdom
575757,17295,2011-11-11 10:49:00,147.1,71,22,22,United Kingdom
575760,15965,2011-11-11 10:50:00,469.63,247,68,80,United Kingdom
575764,15965,2011-11-11 11:02:00,32.5,26,2,2,United Kingdom
575765,17730,2011-11-11 11:02:00,325.01,211,15,15,United Kingdom
575766,12856,2011-11-11 11:06:00,264.12,133,29,30,United Kingdom
575767,17348,2011-11-11 11:11:00,208.89,161,53,57,United Kingdom
575787,12518,2011-11-11 11:18:00,486.96000000000004,324,30,30,Germany
575828,17162,2011-11-11 11:34:00,251.8,136,15,15,United Kingdom
575830,14226,2011-11-11 11:34:00,16.95,1,1,1,United Kingdom
575837,12748,2011-11-11 11:37:00,345.56,334,40,48,United Kingdom
575838,13999,2011-11-11 11:38:00,328.43,151,21,21,United Kingdom
575840,13137,2011-11-11 11:56:00,682.17,407,63,65,United Kingdom
575842,15024,2011-11-11 12:01:00,289.19,191,25,28,United Kingdom
575843,14446,2011-11-11 12:02:00,148.96,121,33,33,United Kingdom
575845,12598,2011-11-11 12:07:00,336.8,337,14,14,France
575846,17364,2011-11-11 12:07:00,904.6,622,80,80,United Kingdom
575847,18209,2011-11-11 12:07:00,139.10000000000002,58,8,8,United Kingdom
575848,14178,2011-11-11 12:10:00,246.86,232,55,55,United Kingdom
575849,14790,2011-11-11 12:11:00,216.74,217,13,13,United Kingdom
575850,17512,2011-11-11 12:11:00,451.68,512,5,5,United Kingdom
575851,14662,2011-11-11 12:13:00,229.09,256,69,70,United Kingdom
575852,17238,2011-11-11 12:17:00,345.99,154,34,35,United Kingdom
575853,16912,2011-11-11 12:18:00,156.43,31,7,7,United Kingdom
575854,14125,2011-11-11 12:20:00,1091.28,474,59,59,United Kingdom
575855,14527,2011-11-11 12:24:00,198.29,76,33,33,United Kingdom
575856,16386,2011-11-11 12:28:00,241.47,179,73,77,United Kingdom
575866,16107,2011-11-11 12:41:00,504.24,168,5,5,United Kingdom
575867,15034,2011-11-11 12:44:00,813.75,595,100,100,United Kingdom
575868,12985,2011-11-11 12:44:00,754.38,841,52,52,United Kingdom
575869,14543,2011-11-11 12:45:00,15.8,4,1,1,United Kingdom
575870,15557,2011-11-11 12:46:00,468.91,213,16,19,United Kingdom
575871,14911,2011-11-11 12:52:00,461.32,259,20,20,EIRE
575873,17677,2011-11-11 12:53:00,640.84,396,4,4,United Kingdom
575874,17054,2011-11-11 12:56:00,149.01,65,10,10,United Kingdom
575876,15608,2011-11-11 13:20:00,122.4,108,2,2,United Kingdom
575877,14907,2011-11-11 13:25:00,416.56,116,13,13,United Kingdom
575878,13588,2011-11-11 13:29:00,5.43,13,2,2,United Kingdom
575880,12726,2011-11-11 13:35:00,784.46,763,36,36,France
575882,16671,2011-11-11 13:40:00,152.64000000000001,144,1,1,United Kingdom
575884,12685,2011-11-11 13:46:00,413.12,203,22,22,France
575885,16460,2011-11-11 13:46:00,302.62,140,17,17,United Kingdom
575886,12517,2011-11-11 13:57:00,488.95,314,72,73,Germany
575887,17243,2011-11-11 14:03:00,424.2,124,7,7,United Kingdom
575888,12517,2011-11-11 14:04:00,54.0,3,1,1,Germany
575889,16433,2011-11-11 14:09:00,184.26,106,17,17,United Kingdom
575890,15602,2011-11-11 14:09:00,125.03999999999999,136,7,7,United Kingdom
575891,15692,2011-11-11 14:12:00,191.04,138,12,12,United Kingdom
575892,16332,2011-11-11 14:22:00,202.31,131,19,19,United Kingdom
575893,17088,2011-11-11 14:23:00,239.28,121,16,16,United Kingdom
575894,12748,2011-11-11 14:25:00,220.7,787,3,3,United Kingdom
575895,17052,2011-11-11 14:50:00,399.09,251,72,83,United Kingdom
575896,12480,2011-11-11 14:52:00,1136.6799999999998,611,40,40,Germany
575897,15492,2011-11-11 14:53:00,171.72,156,7,7,United Kingdom
575898,16368,2011-11-11 15:08:00,302.48,124,26,26,United Kingdom
575899,16133,2011-11-11 15:13:00,359.9,191,16,16,United Kingdom
575902,15544,2011-11-11 15:20:00,446.02,491,37,37,United Kingdom
575903,13557,2011-11-11 15:24:00,343.38,322,18,18,United Kingdom
575904,18014,2011-11-11 15:28:00,162.22,66,29,30,United Kingdom
575905,13732,2011-11-11 15:49:00,491.86,498,33,33,United Kingdom
575908,13091,2011-11-11 15:54:00,345.82,466,21,21,United Kingdom
575910,14836,2011-11-11 16:05:00,3.0,2,1,1,United Kingdom
575911,17314,2011-11-11 16:13:00,315.72,234,17,17,United Kingdom
575914,17071,2011-11-11 16:31:00,432.16,316,20,20,United Kingdom
575915,15903,2011-11-11 16:33:00,1405.2,456,9,9,United Kingdom
575916,12691,2011-11-11 16:49:00,176.39999999999998,97,2,2,France
575917,13895,2011-11-11 16:57:00,681.96,418,35,35,United Kingdom
575918,17191,2011-11-11 16:58:00,532.17,307,52,55,United Kingdom
575919,15311,2011-11-11 17:00:00,4041.18,2683,82,83,United Kingdom
575920,15473,2011-11-11 17:01:00,306.0,120,1,1,United Kingdom
575922,15681,2011-11-11 17:10:00,479.8,260,14,14,United Kingdom
575923,17069,2011-11-11 17:11:00,501.56,361,31,31,United Kingdom
575924,17069,2011-11-11 17:13:00,149.23,89,8,8,United Kingdom
575929,13310,2011-11-11 17:23:00,314.38,192,20,20,United Kingdom
575931,16560,2011-11-13 10:35:00,509.23,331,36,36,United Kingdom
575932,16923,2011-11-13 10:35:00,449.87,257,46,46,United Kingdom
575933,14911,2011-11-13 10:41:00,1285.4399999999998,1200,8,8,EIRE
575935,17838,2011-11-13 11:20:00,453.40000000000003,434,15,15,United Kingdom
575936,17041,2011-11-13 11:21:00,320.6,388,23,23,United Kingdom
575937,12935,2011-11-13 11:24:00,281.58,255,18,18,United Kingdom
575938,17790,2011-11-13 11:30:00,273.51,112,29,29,United Kingdom
575939,13004,2011-11-13 11:37:00,316.54,178,19,19,United Kingdom
575941,16438,2011-11-13 11:39:00,180.51,93,25,25,United Kingdom
575942,15599,2011-11-13 11:44:00,312.90999999999997,357,23,23,United Kingdom
575943,17920,2011-11-13 11:44:00,250.44,129,47,50,United Kingdom
575944,16571,2011-11-13 11:46:00,524.9,348,28,28,United Kingdom
575945,15864,2011-11-13 11:48:00,305.28000000000003,288,2,2,United Kingdom
575946,13892,2011-11-13 11:50:00,61.199999999999996,24,1,1,United Kingdom
575948,14661,2011-11-13 11:51:00,107.95,35,4,4,United Kingdom
575949,16711,2011-11-13 11:51:00,445.56,236,7,7,United Kingdom
575950,16983,2011-11-13 11:53:00,416.35999999999996,316,20,21,United Kingdom
575951,13450,2011-11-13 11:54:00,316.44,364,9,9,United Kingdom
575952,16015,2011-11-13 11:55:00,200.67999999999998,238,57,59,United Kingdom
575954,17211,2011-11-13 12:03:00,433.0,356,38,41,United Kingdom
575955,14044,2011-11-13 12:05:00,110.71000000000001,57,24,24,United Kingdom
575956,14487,2011-11-13 12:17:00,152.19,91,19,19,United Kingdom
575957,13170,2011-11-13 12:19:00,108.81,141,29,30,United Kingdom
575958,15021,2011-11-13 12:23:00,32.17,10,7,7,United Kingdom
575959,14547,2011-11-13 12:27:00,1108.78,698,86,89,United Kingdom
575960,15429,2011-11-13 12:28:00,154.29,71,35,35,United Kingdom
575961,16794,2011-11-13 12:29:00,125.48,36,12,13,United Kingdom
575964,15021,2011-11-13 12:31:00,212.27,69,51,51,United Kingdom
575965,13426,2011-11-13 12:32:00,342.95,325,28,28,United Kingdom
575966,13984,2011-11-13 12:38:00,101.18,32,4,4,United Kingdom
575967,16794,2011-11-13 12:40:00,2.95,1,1,1,United Kingdom
575968,14882,2011-11-13 12:47:00,341.8,92,5,5,United Kingdom
575969,13571,2011-11-13 12:47:00,228.97,191,27,28,United Kingdom
575970,16416,2011-11-13 12:50:00,372.68,127,20,20,United Kingdom
575971,13700,2011-11-13 13:00:00,308.1,138,9,9,United Kingdom
575972,14499,2011-11-13 13:01:00,440.63,308,97,104,United Kingdom
575975,13536,2011-11-13 13:18:00,672.99,473,40,40,United Kingdom
575976,15271,2011-11-13 13:26:00,183.14,80,16,16,United Kingdom
575977,17287,2011-11-13 13:27:00,168.76,85,21,21,United Kingdom
575978,15903,2011-11-13 13:27:00,471.6,138,6,6,United Kingdom
575979,14784,2011-11-13 13:30:00,175.31,181,11,11,United Kingdom
575981,15500,2011-11-13 13:41:00,312.24,198,22,22,United Kingdom
575982,13798,2011-11-13 13:42:00,718.71,407,21,21,United Kingdom
575983,13379,2011-11-13 13:45:00,136.74,126,37,39,United Kingdom
575984,17068,2011-11-13 13:50:00,141.44,68,8,8,United Kingdom
575985,17841,2011-11-13 14:09:00,507.59000000000003,234,77,79,United Kingdom
575986,13018,2011-11-13 14:11:00,240.05,121,15,15,United Kingdom
575987,13018,2011-11-13 14:14:00,29.82,12,2,2,United Kingdom
575988,13018,2011-11-13 14:18:00,108.3,54,6,6,United Kingdom
575989,14698,2011-11-13 14:20:00,316.67,154,54,60,United Kingdom
576014,17218,2011-11-13 14:29:00,268.72,148,45,45,United Kingdom
576019,12865,2011-11-13 14:31:00,586.85,375,37,37,Austria
576025,13232,2011-11-13 14:34:00,121.4,72,21,21,United Kingdom
576045,15022,2011-11-13 14:42:00,279.8,110,29,30,United Kingdom
576050,15022,2011-11-13 14:44:00,39.95,1,1,1,United Kingdom
576051,14911,2011-11-13 14:45:00,2068.4900000000002,945,69,69,EIRE
576052,15787,2011-11-13 14:48:00,367.34,194,66,70,United Kingdom
576053,16726,2011-11-13 14:53:00,581.58,433,70,81,United Kingdom
576054,15787,2011-11-13 14:55:00,86.82000000000001,58,49,50,United Kingdom
576055,15449,2011-11-13 15:02:00,326.82,296,20,20,United Kingdom
576056,17720,2011-11-13 15:04:00,308.34,158,13,13,United Kingdom
576057,15861,2011-11-13 15:05:00,213.83999999999997,202,42,42,United Kingdom
576058,15654,2011-11-13 15:15:00,595.02,329,9,9,United Kingdom
576059,15411,2011-11-13 15:19:00,357.67,123,42,43,United Kingdom
576060,13681,2011-11-13 15:25:00,179.67000000000002,68,14,14,United Kingdom
576061,13146,2011-11-13 15:29:00,228.91,154,16,17,United Kingdom
576062,12867,2011-11-13 15:30:00,993.38,918,103,104,United Kingdom
576063,15502,2011-11-13 15:37:00,330.45,115,11,11,United Kingdom
576064,12508,2011-11-13 15:37:00,123.08,69,17,17,France
576065,15005,2011-11-13 15:42:00,337.11,235,45,47,United Kingdom
576066,16898,2011-11-13 15:44:00,187.26,168,58,58,United Kingdom
576067,14227,2011-11-13 15:48:00,319.06,187,15,15,United Kingdom
576068,14788,2011-11-13 15:52:00,368.45,193,15,15,United Kingdom
576069,13603,2011-11-13 15:57:00,164.34,164,27,27,United Kingdom
576070,13451,2011-11-13 15:58:00,512.76,385,70,70,United Kingdom
576071,18069,2011-11-13 16:03:00,248.07,202,84,84,United Kingdom
576073,16930,2011-11-13 16:13:00,173.44,152,23,23,United Kingdom
576074,13178,2011-11-13 16:14:00,306.48,168,11,11,United Kingdom
576075,15861,2011-11-13 16:16:00,483.90999999999997,400,92,92,United Kingdom
576076,14382,2011-11-13 16:18:00,615.49,1231,121,126,United Kingdom
576077,16720,2011-11-13 16:22:00,152.95,180,25,25,United Kingdom
576078,14432,2011-11-13 16:22:00,581.07,451,96,96,United Kingdom
576079,16877,2011-11-13 16:24:00,134.77,69,24,24,United Kingdom
576080,18211,2011-11-14 08:10:00,49.2,24,3,3,United Kingdom
576081,15203,2011-11-14 08:16:00,310.08,289,24,24,United Kingdom
576082,12428,2011-11-14 08:22:00,408.34000000000003,150,15,15,Finland
576083,17404,2011-11-14 08:22:00,1238.48,1060,11,11,Sweden
576084,15365,2011-11-14 08:27:00,15.0,12,1,1,United Kingdom
576085,15365,2011-11-14 08:28:00,218.72,146,11,11,United Kingdom
576086,15365,2011-11-14 08:29:00,135.45,51,8,8,United Kingdom
576087,12689,2011-11-14 08:31:00,736.5799999999999,347,38,38,France
576088,17450,2011-11-14 08:41:00,1314.94,340,8,8,United Kingdom
576089,17663,2011-11-14 08:56:00,303.63,99,13,13,United Kingdom
576090,17450,2011-11-14 08:56:00,3174.3999999999996,1376,9,9,United Kingdom
576091,16779,2011-11-14 09:00:00,319.3,158,16,16,United Kingdom
576092,18263,2011-11-14 09:00:00,401.76,420,16,16,United Kingdom
576093,17744,2011-11-14 09:05:00,303.06,574,25,25,United Kingdom
576094,16401,2011-11-14 09:12:00,309.47999999999996,316,10,10,United Kingdom
576095,14904,2011-11-14 09:13:00,396.96,593,22,22,United Kingdom
576096,13549,2011-11-14 09:20:00,86.0,26,4,4,United Kingdom
576097,14494,2011-11-14 09:21:00,139.56,92,7,7,United Kingdom
576098,14862,2011-11-14 10:01:00,537.1,342,27,27,United Kingdom
576099,13021,2011-11-14 10:28:00,392.57,405,27,27,United Kingdom
576111,15113,2011-11-14 10:33:00,78.0,24,1,1,United Kingdom
576112,14902,2011-11-14 10:34:00,332.66,218,20,20,United Kingdom
576121,14530,2011-11-14 10:38:00,379.79,344,27,27,United Kingdom
576137,15482,2011-11-14 10:45:00,1617.56,680,13,13,United Kingdom
576141,14911,2011-11-14 10:47:00,348.21000000000004,206,23,23,EIRE
576147,16303,2011-11-14 10:49:00,1324.3,634,33,33,United Kingdom
576148,15671,2011-11-14 10:50:00,321.48,249,9,9,United Kingdom
576172,15482,2011-11-14 11:00:00,1355.56,448,15,15,United Kingdom
576175,15291,2011-11-14 11:02:00,318.12,366,7,7,United Kingdom
576176,16936,2011-11-14 11:04:00,261.9,171,56,56,United Kingdom
576179,13694,2011-11-14 11:09:00,3419.64,2244,18,18,United Kingdom
576180,13694,2011-11-14 11:11:00,1419.5800000000002,946,9,9,United Kingdom
576181,15572,2011-11-14 11:19:00,528.89,287,36,40,United Kingdom
576182,12938,2011-11-14 11:21:00,114.14,140,9,9,United Kingdom
576184,14735,2011-11-14 11:24:00,93.5,40,5,5,United Kingdom
576186,14735,2011-11-14 11:25:00,276.3,66,10,10,United Kingdom
576187,17228,2011-11-14 11:25:00,229.04000000000002,152,19,19,United Kingdom
576188,15168,2011-11-14 11:26:00,106.56,52,5,5,United Kingdom
576189,14684,2011-11-14 11:33:00,313.13,247,82,82,United Kingdom
576190,15039,2011-11-14 11:46:00,137.58,61,19,19,United Kingdom
576191,17377,2011-11-14 11:54:00,213.61,105,22,22,United Kingdom
576196,17658,2011-11-14 12:07:00,277.82,400,10,10,United Kingdom
576198,17538,2011-11-14 12:12:00,98.42,134,9,9,United Kingdom
576200,15572,2011-11-14 12:14:00,256.76,145,30,31,United Kingdom
576201,14606,2011-11-14 12:18:00,100.8,43,28,28,United Kingdom
576202,13767,2011-11-14 12:22:00,915.4000000000001,404,9,9,United Kingdom
576212,18082,2011-11-14 12:45:00,680.84,608,62,70,United Kingdom
576213,18117,2011-11-14 12:47:00,315.65,605,68,72,United Kingdom
576214,15863,2011-11-14 12:49:00,59.64,17,16,16,United Kingdom
576215,17652,2011-11-14 12:55:00,284.12,141,13,13,United Kingdom
576217,17081,2011-11-14 12:56:00,177.01,52,40,40,United Kingdom
576219,15838,2011-11-14 12:58:00,3134.96,1600,16,16,United Kingdom
576220,15838,2011-11-14 13:00:00,1023.42,322,3,3,United Kingdom
576221,15838,2011-11-14 13:01:00,179.0,100,1,1,United Kingdom
576222,12490,2011-11-14 13:02:00,411.72,322,19,19,France
576224,15458,2011-11-14 13:08:00,161.64,156,7,7,United Kingdom
576225,13277,2011-11-14 13:10:00,49.5,30,1,1,United Kingdom
576228,15033,2011-11-14 13:12:00,273.04,260,61,65,United Kingdom
576236,13755,2011-11-14 13:31:00,356.71,182,70,74,United Kingdom
576237,12971,2011-11-14 13:32:00,65.4,12,2,2,United Kingdom
576238,17769,2011-11-14 13:32:00,6.24,3,1,1,United Kingdom
576239,15694,2011-11-14 13:33:00,291.5,94,8,8,United Kingdom
576245,12553,2011-11-14 13:40:00,518.12,225,23,23,France
576246,17566,2011-11-14 13:42:00,394.82,277,58,61,United Kingdom
576249,17811,2011-11-14 13:47:00,374.17,245,65,70,United Kingdom
576251,16207,2011-11-14 13:51:00,394.38,140,19,19,United Kingdom
576252,14418,2011-11-14 13:55:00,889.46,774,44,44,United Kingdom
576253,15125,2011-11-14 13:57:00,358.0,200,2,2,United Kingdom
576254,16422,2011-11-14 14:02:00,933.14,886,16,16,United Kingdom
576255,15993,2011-11-14 14:09:00,417.23,325,82,89,United Kingdom
576256,15953,2011-11-14 14:09:00,261.32,110,19,19,United Kingdom
576257,12757,2011-11-14 14:17:00,49.5,30,1,1,Portugal
576259,12957,2011-11-14 14:18:00,407.92,162,18,18,United Kingdom
576269,12762,2011-11-14 14:23:00,461.59,195,21,21,Portugal
576274,17793,2011-11-14 14:24:00,300.34,226,49,52,United Kingdom
576275,17044,2011-11-14 14:28:00,948.48,504,6,6,United Kingdom
576300,15058,2011-11-14 14:39:00,220.25,72,51,56,United Kingdom
576301,14667,2011-11-14 14:40:00,260.7,213,19,19,United Kingdom
576303,15532,2011-11-14 14:51:00,350.24,144,50,51,United Kingdom
576317,15781,2011-11-14 14:57:00,134.16,114,9,9,United Kingdom
576318,15058,2011-11-14 14:57:00,249.15,124,15,15,United Kingdom
576321,14953,2011-11-14 14:59:00,285.67,224,54,54,United Kingdom
576322,12642,2011-11-14 15:03:00,354.85,167,12,12,Germany
576323,16161,2011-11-14 15:10:00,271.95,141,39,39,United Kingdom
576326,16504,2011-11-14 15:18:00,465.88,510,76,83,United Kingdom
576327,12476,2011-11-14 15:19:00,243.53,72,10,10,Germany
576328,13577,2011-11-14 15:19:00,493.8,194,16,16,United Kingdom
576339,14096,2011-11-14 15:27:00,8425.539999999999,2175,541,542,United Kingdom
576345,12374,2011-11-14 15:37:00,742.9300000000001,342,33,33,Austria
576346,13835,2011-11-14 15:37:00,91.66,46,6,6,United Kingdom
576347,13268,2011-11-14 15:38:00,8.2,2,2,2,United Kingdom
576349,16519,2011-11-14 15:41:00,111.38,30,8,8,United Kingdom
576351,17235,2011-11-14 15:51:00,208.16,98,19,19,United Kingdom
576352,16478,2011-11-14 15:51:00,95.1,50,5,5,United Kingdom
576353,15050,2011-11-14 16:17:00,458.90999999999997,299,20,20,United Kingdom
576354,13881,2011-11-14 16:17:00,938.4,656,7,7,United Kingdom
576355,13089,2011-11-14 16:28:00,1364.74,596,30,30,United Kingdom
576356,15681,2011-11-14 16:30:00,243.14000000000001,106,7,7,United Kingdom
576357,15660,2011-11-14 16:57:00,327.02,172,18,18,United Kingdom
576358,15660,2011-11-14 16:58:00,17.34,6,1,1,United Kingdom
576359,14680,2011-11-14 16:59:00,1167.6,469,7,7,United Kingdom
576361,14910,2011-11-14 17:10:00,7.5,6,1,1,United Kingdom
576362,14755,2011-11-14 17:11:00,657.29,315,25,25,United Kingdom
576364,15009,2011-11-14 17:40:00,591.91,278,86,86,United Kingdom
576370,15981,2011-11-15 08:00:00,558.6,336,15,15,United Kingdom
576371,14911,2011-11-15 08:07:00,405.07,534,18,18,EIRE
576372,15144,2011-11-15 08:32:00,696.24,314,20,20,United Kingdom
576373,12640,2011-11-15 08:43:00,332.23,40,9,9,France
576374,13777,2011-11-15 08:50:00,6260.900000000001,3154,19,19,United Kingdom
576376,16341,2011-11-15 09:11:00,383.48,278,11,11,United Kingdom
576377,16341,2011-11-15 09:12:00,56.5,34,3,3,United Kingdom
576378,15628,2011-11-15 09:15:00,303.93,186,15,15,United Kingdom
576379,16423,2011-11-15 09:21:00,346.12,230,18,18,United Kingdom
576380,15419,2011-11-15 09:23:00,135.86,230,8,8,United Kingdom
576381,12839,2011-11-15 09:26:00,508.42,380,31,31,United Kingdom
576382,12883,2011-11-15 09:30:00,32.550000000000004,9,2,2,United Kingdom
576383,12883,2011-11-15 09:31:00,216.47,65,13,13,United Kingdom
576384,12883,2011-11-15 09:32:00,162.82,54,8,8,United Kingdom
576385,17314,2011-11-15 09:41:00,34.65,7,1,1,United Kingdom
576386,13777,2011-11-15 09:42:00,224.66,106,2,2,United Kingdom
576387,15582,2011-11-15 09:55:00,141.4,46,8,8,United Kingdom
576388,17510,2011-11-15 10:00:00,308.48,214,20,20,United Kingdom
576389,12748,2011-11-15 10:05:00,850.5,1,1,1,United Kingdom
576390,12569,2011-11-15 10:13:00,130.85,56,7,7,Germany
576392,15105,2011-11-15 10:17:00,332.46000000000004,114,6,6,United Kingdom
576394,12415,2011-11-15 10:32:00,4925.8,2890,26,26,Australia
576395,16168,2011-11-15 10:38:00,61.2,12,2,2,United Kingdom
576396,16164,2011-11-15 10:41:00,242.22000000000003,103,7,8,United Kingdom
576398,15758,2011-11-15 10:48:00,205.25,47,9,9,United Kingdom
576399,12684,2011-11-15 10:50:00,476.99,441,30,30,France
576400,13632,2011-11-15 10:51:00,452.14,288,17,17,United Kingdom
576403,15214,2011-11-15 10:56:00,108.43,103,6,6,United Kingdom
576405,13735,2011-11-15 11:14:00,483.99,166,25,25,United Kingdom
576406,13692,2011-11-15 11:17:00,616.74,491,21,21,United Kingdom
576412,13455,2011-11-15 11:21:00,365.4,164,16,16,United Kingdom
576447,13949,2011-11-15 11:30:00,304.84000000000003,260,18,18,United Kingdom
576463,17974,2011-11-15 11:37:00,404.37,301,94,112,United Kingdom
576503,17540,2011-11-15 11:56:00,310.1,130,17,17,United Kingdom
576508,17777,2011-11-15 12:02:00,214.91,180,62,62,United Kingdom
576510,14533,2011-11-15 12:05:00,152.66000000000003,110,5,5,United Kingdom
576511,13846,2011-11-15 12:07:00,201.13,43,12,12,United Kingdom
576512,15524,2011-11-15 12:09:00,440.0,4,1,1,United Kingdom
576513,14715,2011-11-15 12:10:00,272.63,224,22,22,United Kingdom
576514,13950,2011-11-15 12:13:00,140.94,52,8,8,United Kingdom
576516,16746,2011-11-15 12:19:00,315.68,204,12,12,United Kingdom
576518,16361,2011-11-15 12:25:00,171.44,71,25,26,United Kingdom
576519,12676,2011-11-15 12:25:00,181.66,67,8,8,Sweden
576520,14467,2011-11-15 12:33:00,170.15,90,28,29,United Kingdom
576521,18259,2011-11-15 12:34:00,1070.4,336,14,14,United Kingdom
576538,14725,2011-11-15 12:42:00,655.58,588,45,47,United Kingdom
576539,13058,2011-11-15 12:43:00,133.7,26,2,2,United Kingdom
576540,18043,2011-11-15 12:48:00,107.7,36,22,22,United Kingdom
576543,13236,2011-11-15 12:50:00,305.62,248,15,15,United Kingdom
576553,14666,2011-11-15 12:57:00,195.25,161,14,14,United Kingdom
576554,13066,2011-11-15 12:57:00,318.99,186,20,20,United Kingdom
576555,17861,2011-11-15 13:01:00,247.15,223,13,13,United Kingdom
576556,14640,2011-11-15 13:07:00,317.95,201,18,18,United Kingdom
576557,14714,2011-11-15 13:07:00,160.19,229,10,10,United Kingdom
576558,17086,2011-11-15 13:07:00,338.15999999999997,228,5,5,United Kingdom
576559,14711,2011-11-15 13:19:00,252.78,95,39,41,United Kingdom
576560,12877,2011-11-15 13:21:00,275.74,218,60,60,United Kingdom
576562,14522,2011-11-15 13:24:00,143.04,96,1,1,United Kingdom
576563,17564,2011-11-15 13:27:00,210.55,73,21,21,United Kingdom
576564,15311,2011-11-15 13:32:00,273.52,90,15,15,United Kingdom
576567,17220,2011-11-15 13:41:00,114.0,79,12,12,United Kingdom
576568,17153,2011-11-15 13:42:00,213.78,104,14,14,United Kingdom
576570,17220,2011-11-15 13:47:00,179.78,90,24,24,United Kingdom
576571,12950,2011-11-15 13:48:00,311.6,164,7,7,United Kingdom
576572,15514,2011-11-15 13:49:00,355.23,199,2,2,United Kingdom
576573,16600,2011-11-15 13:52:00,104.1,146,8,8,United Kingdom
576574,13078,2011-11-15 13:53:00,832.01,299,15,15,United Kingdom
